,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NDVI,NDRE,TGI,VARI
342,2019_NYH2_plot_344,PHN11_PHW65_0345/PHT69,344,1,,1,44,7,0.7520006435994764,0.47199999099860873,0.024193212613424563,0.3594443441164375
343,2019_NYH2_plot_345,PHN11_PHW65_0336/PHT69,345,1,,1,45,7,0.7234548689931888,0.4478012132750268,0.023816449254937967,0.366012546814267
344,2019_NYH2_plot_346,PHN11_PHW65_0343/PHT69,346,1,,1,46,7,0.7793908646005098,0.48750612516547087,0.02645971793015258,0.34677364820200024
345,2019_NYH2_plot_347,PHN11_PHW65_0077/PHT69,347,1,,1,47,7,0.6745051907085389,0.42219619319911134,0.021110844819952485,0.34870647194406984
346,2019_NYH2_plot_348,PHN11_PHW65_0074/PHT69,348,1,,1,48,7,0.6868194070680832,0.4234429360346704,0.021554112438482032,0.3563789484462192
347,2019_NYH2_plot_349,PHN11_PHW65_0055/PHT69,349,1,,1,49,7,0.7778582652181177,0.46926626846762004,0.028577632780366614,0.3509614329764844
348,2019_NYH2_plot_350,PHN11_PHW65_0101/PHT69,350,1,,1,50,7,0.7482370493889462,0.4492793542401898,0.026899810576972303,0.3612998684109113
349,2019_NYH2_plot_351,PHN11_PHW65_0278/PHT69,351,1,,1,50,8,0.7391535204159992,0.4358834837409557,0.028803928882257863,0.3504494788475744
350,2019_NYH2_plot_352,PHN11_PHW65_0481/PHT69,352,1,,1,49,8,0.6850963402030826,0.39818531951844804,0.024890504263565236,0.3296384872486854
351,2019_NYH2_plot_353,PHN11_PHW65_0355/PHT69,353,1,,1,48,8,0.6828022231186107,0.39880292747747825,0.025528144818883568,0.34217168691135824
352,2019_NYH2_plot_354,PHN11_PHW65_0612/PHT69,354,1,,1,47,8,0.624639350575058,0.379958887857561,0.021860761832261568,0.35919992699088943
353,2019_NYH2_plot_355,PHN11_PHW65_0042/PHT69,355,1,,1,46,8,0.6606029919499432,0.403277744116325,0.021400051645482455,0.35057763615588833
354,2019_NYH2_plot_356,PHN11_PHW65_0294/PHT69,356,1,,1,45,8,0.7313393001305765,0.43873962519331894,0.026629586560472752,0.3558080070750935
355,2019_NYH2_plot_357,PHN11_PHW65_0138/PHT69,357,1,,1,44,8,0.6899933220928459,0.41223041536357463,0.02402743511544003,0.34271267052713833
356,2019_NYH2_plot_358,PHN11_PHW65_0341/PHT69,358,1,,1,43,8,0.716818480756432,0.4324566540815965,0.0261405364716684,0.3508528536941991
357,2019_NYH2_plot_359,PHN11_PHW65_0094/PHT69,359,1,,1,42,8,0.6963119612175057,0.41732058961363216,0.02392749379325942,0.3418714905122523
358,2019_NYH2_plot_360,PHN11_PHW65_0109/PHT69,360,1,,1,41,8,0.746170667503796,0.4388575434190547,0.027453263370019628,0.33971486967954484
359,2019_NYH2_plot_361,B14A/H95,361,1,,1,40,8,0.7468929949093952,0.4322728092258586,0.028233228494031284,0.3500365045552788
360,2019_NYH2_plot_362,PHN11_PHW65_0431/PHT69,362,1,,1,39,8,0.7442845384789787,0.4480913956263365,0.026330583970885,0.345102652428716
361,2019_NYH2_plot_363,PHN11_PHW65_0448/PHT69,363,1,,1,38,8,0.7789239174279875,0.4691364233984415,0.02969055467135639,0.37893325637143793
362,2019_NYH2_plot_364,PHN11_PHW65_0089/PHT69,364,1,,1,37,8,0.743614047346193,0.45203209221025226,0.027097040061254466,0.3750469056873603
363,2019_NYH2_plot_365,PHN11_PHW65_0143/PHT69,365,1,,1,36,8,0.6843954248366013,0.41502875188536953,0.023366290266106444,0.3691628734827264
364,2019_NYH2_plot_366,PHN11_PHW65_0307/PHT69,366,1,,1,35,8,0.6979391877257028,0.3991510562851371,0.0269121852396311,0.37414170327701274
365,2019_NYH2_plot_367,PHN11_PHW65_0260/PHT69,367,1,,1,34,8,0.727038997965123,0.4274697707964487,0.025315392435343288,0.3464644504116167
366,2019_NYH2_plot_368,PHN11_PHW65_0261/PHT69,368,1,,1,33,8,0.7451761864165957,0.4285332747229327,0.029456225356990624,0.3421462063086104
367,2019_NYH2_plot_369,PHN11_PHW65_0217/PHT69,369,1,,1,32,8,0.7160018295327771,0.4148903264860875,0.026690693630334238,0.33853703763087883
368,2019_NYH2_plot_370,PHN11_PHW65_0354/PHT69,370,1,,1,31,8,0.6536594312358404,0.3949820619149447,0.02266907453883341,0.3428461161528279
369,2019_NYH2_plot_371,PHN11_PHW65_0079/PHT69,371,1,,1,30,8,0.6638680216010887,0.394933454402046,0.024883487679064394,0.3648992997480173
370,2019_NYH2_plot_372,PHN11_PHW65_0194/PHT69,372,1,,1,29,8,0.5876044091064825,0.35652901851642443,0.019443528365352968,0.369004834309703
371,2019_NYH2_plot_373,PHN11_PHW65_0180/PHT69,373,1,,1,28,8,0.6401919996759499,0.3812031822168514,0.024227218744497195,0.3726553485423091
372,2019_NYH2_plot_374,PHN11_PHW65_0577/PHT69,374,1,,1,27,8,0.6846187038784182,0.4124218074456133,0.024455158725470504,0.36536005846403635
373,2019_NYH2_plot_375,PHN11_PHW65_0512/PHT69,375,1,,1,26,8,0.7136737383113082,0.4211930089324866,0.025362002764552295,0.3387259910207698
374,2019_NYH2_plot_376,PHN11_PHW65_0274/PHT69,376,1,,1,25,8,0.7524834557241253,0.43799588523901223,0.028027357478440262,0.32436625986003964
375,2019_NYH2_plot_377,PHN11_PHW65_0300/PHT69,377,1,,1,24,8,0.6719451950292067,0.4009674245275535,0.022335533610913737,0.32956917653584833
376,2019_NYH2_plot_378,PHN11_PHW65_0113/PHT69,378,1,,1,23,8,0.6815477667266947,0.38506072844884087,0.026740815627315395,0.3339962858009241
377,2019_NYH2_plot_379,PHN11_PHW65_0319/PHT69,379,1,,1,22,8,0.6853702075327017,0.38882871083761883,0.027646238571749245,0.3440173096754267
378,2019_NYH2_plot_380,PHN11_PHW65_0035/PHT69,380,1,,1,21,8,0.6045608924429382,0.34801358985048125,0.02290769016986188,0.36178470584859773
379,2019_NYH2_plot_381,PHN11_PHW65_0065/PHT69,381,1,,1,20,8,0.5700194036240727,0.32228716350971,0.02219834678197449,0.3568329279894324
380,2019_NYH2_plot_382,PHN11_PHW65_0548/PHT69,382,1,,1,19,8,0.5623945207552882,0.31472658310684926,0.024123743764732593,0.36562862402311364
381,2019_NYH2_plot_383,B14A/OH43,383,1,,1,18,8,0.6121202608378158,0.32923826288900776,0.025682633447032158,0.3458135373048597
382,2019_NYH2_plot_384,PHN11_PHW65_0088/PHT69,384,1,,1,17,8,0.6433106442014443,0.3568667957241141,0.02708506596050752,0.334106552844074
383,2019_NYH2_plot_385,PHN11_PHW65_0378/PHT69,385,1,,1,16,8,0.6433224585274961,0.3615334545145634,0.024933529788697964,0.3426126425665667
384,2019_NYH2_plot_386,PHN11_PHW65_0224/PHT69,386,1,,1,15,8,0.612880203296422,0.3495147968807929,0.025534001349083516,0.3692999674262153
385,2019_NYH2_plot_387,PHN11/PHT69,387,1,,1,14,8,0.6956943532584755,0.40893613119077715,0.025972798920733186,0.3522084632205965
386,2019_NYH2_plot_388,PHN11_PHW65_0096/PHT69,388,1,,1,13,8,0.6514088583816736,0.37942439478301865,0.02383201828632638,0.35848355811495114
387,2019_NYH2_plot_389,PHN11_PHW65_0424/PHT69,389,1,,1,12,8,0.568327067459973,0.3342873487231196,0.019964658470948828,0.36640356676215724
388,2019_NYH2_plot_390,PHN11_PHW65_0017/PHT69,390,1,,1,11,8,0.5849485787904906,0.33931332148243915,0.021889669970552323,0.3674129587732529
389,2019_NYH2_plot_391,PHN11_PHW65_0358/PHT69,391,1,,1,10,8,0.5615074629972495,0.3243530953252962,0.02134018114174772,0.375479760090419
390,2019_NYH2_plot_392,PHN11_PHW65_0107/PHT69,392,1,,1,9,8,0.6755132340142324,0.4035655636024243,0.02314556318610995,0.3182981969650684
391,2019_NYH2_plot_393,PHN11_PHW65_0591/PHT69,393,1,,1,8,8,0.7306533029878618,0.4424890469008116,0.026180845094448037,0.34739246660202544
392,2019_NYH2_plot_394,PHN11_PHW65_0211/PHT69,394,1,,1,7,8,0.7022721199345374,0.437393354610372,0.022618352824158385,0.34012679584788325
393,2019_NYH2_plot_395,PHN11_PHW65_0248/PHT69,395,1,,1,6,8,0.7377211740289609,0.46298295980372467,0.02495706955206264,0.36339888033944245
394,2019_NYH2_plot_396,PHN11_PHW65_0179/PHT69,396,1,,1,5,8,0.8016162169260939,0.5081671151830014,0.025770825960080932,0.3602335178594085
395,2019_NYH2_plot_397,PHN11_PHW65_0372/PHT69,397,1,,1,4,8,0.7936346661580881,0.4813147432099974,0.02961234945876322,0.3876186988151356
396,2019_NYH2_plot_398,PHN11_PHW65_0172/PHT69,398,1,,1,3,8,0.7727062064030271,0.4873071944182373,0.02585821458529184,0.3655751917155695
397,2019_NYH2_plot_399,PHN11_PHW65_0064/PHT69,399,1,,1,2,8,0.8066741940801225,0.5084555131552521,0.02637052876985299,0.3586874396273874
398,2019_NYH2_plot_400,PHN11_PHW65_0106/PHT69,400,1,,1,1,8,0.7790309214667992,0.4886378250838395,0.02154200808662489,0.32622741002406186
399,2019_NYH2_plot_401,PHN11_PHW65_0143/PHT69,401,2,,2,1,9,0.8089838385645481,0.5147145180626981,0.024771644267267058,0.3633205682353279
400,2019_NYH2_plot_402,PHN11_PHW65_0023/PHT69,402,2,,2,2,9,0.7944300515948496,0.5074087638670652,0.025454926377058155,0.35249673277625976
401,2019_NYH2_plot_403,PHN11_PHW65_0382/PHT69,403,2,,2,3,9,0.7122726656438836,0.4513128810471769,0.024224604965504982,0.3756238948682506
402,2019_NYH2_plot_404,PHN11_PHW65_0167/PHT69,404,2,,2,4,9,0.7311371614146851,0.46518678535098906,0.023129847148304208,0.3812355456429365
403,2019_NYH2_plot_405,PHN11_PHW65_0059/PHT69,405,2,,2,5,9,0.8170352455101342,0.5285087001259632,0.025941893768955664,0.3647135335355271
404,2019_NYH2_plot_406,PHN11_PHW65_0499/PHT69,406,2,,2,6,9,0.8201089955966319,0.5324863024141169,0.025241888199344812,0.3590487329697896
405,2019_NYH2_plot_407,PHN11_PHW65_0050/PHT69,407,2,,2,7,9,0.7555628316801716,0.48711433961011597,0.023418394230558262,0.3594896886249981
406,2019_NYH2_plot_408,PHN11_PHW65_0275/PHT69,408,2,,2,8,9,0.7210584736003258,0.4474582602673526,0.023859909097199837,0.3558736047140286
407,2019_NYH2_plot_409,PHN11_PHW65_0302/PHT69,409,2,,2,9,9,0.7071029415984108,0.43267561292442264,0.02489934925566933,0.3532789536782779
408,2019_NYH2_plot_410,PHN11_PHW65_0077/PHT69,410,2,,2,10,9,0.7140065586387196,0.4400581039806965,0.02334559772894898,0.3335509419674679
409,2019_NYH2_plot_411,B73/PHN82,411,2,,2,11,9,0.6439487021962832,0.3966414696199742,0.019089277009475603,0.35735021446426224
410,2019_NYH2_plot_412,PHN11_PHW65_0088/PHT69,412,2,,2,12,9,0.7028752131501325,0.43265806021143144,0.022746507882124532,0.34455953098250747
411,2019_NYH2_plot_413,PHN11_PHW65_0491/PHT69,413,2,,2,13,9,0.7649356428653004,0.47733342784794175,0.025833251476931402,0.35393369237632794
412,2019_NYH2_plot_414,PHN11_PHW65_0049/PHT69,414,2,,2,14,9,0.7452245160884867,0.468128838073691,0.024785553804855275,0.3584409565108094
413,2019_NYH2_plot_415,PHN11_PHW65_0267/PHT69,415,2,,2,15,9,0.7166902109307269,0.439361283778424,0.02406181030355504,0.3562130696825828
414,2019_NYH2_plot_416,B37/H95,416,2,,2,16,9,0.7387890765866499,0.44916233615358175,0.02689153042217088,0.3792832979747432
415,2019_NYH2_plot_417,PHN11_PHW65_0155/PHT69,417,2,,2,17,9,0.7899128241040005,0.48460348883143,0.028381269975939094,0.361133892659628
416,2019_NYH2_plot_418,PHN11_PHW65_0140/PHT69,418,2,,2,18,9,0.7358434666862544,0.4493196574804289,0.027122398215728566,0.36382554383996757
417,2019_NYH2_plot_419,PHN11_PHW65_0168/PHT69,419,2,,2,19,9,0.7590602097436685,0.4678811793847887,0.02577780515700958,0.3381281494320966
418,2019_NYH2_plot_420,PHN11_PHW65_0028/PHT69,420,2,,2,20,9,0.7550795694859587,0.4614028780823436,0.025755505335293385,0.3472102156789609
419,2019_NYH2_plot_421,PHN11_PHW65_0217/PHT69,421,2,,2,21,9,0.795493340939509,0.48478354185618816,0.028666772433014177,0.36659032361689403
420,2019_NYH2_plot_422,PHN11_PHW65_0496/PHT69,422,2,,2,22,9,0.7883912432215304,0.4855124295148869,0.029105068177100124,0.34524689972393857
421,2019_NYH2_plot_423,PHN11_PHW65_0284/PHT69,423,2,,2,23,9,0.7530108247355982,0.45900400730687935,0.026684595187743704,0.3492054865730184
422,2019_NYH2_plot_424,PHN11_PHW65_0071/PHT69,424,2,,2,24,9,0.6865352125987974,0.42745109290954786,0.022759511516998846,0.356377007521225
423,2019_NYH2_plot_425,PHN11_PHW65_0092/PHT69,425,2,,2,25,9,0.6813258824317033,0.4220372061256718,0.02205180188162833,0.3546529035394033
424,2019_NYH2_plot_426,PHN11_PHW65_0256/PHT69,426,2,,2,26,9,0.7085336075626755,0.4358532605913293,0.023512834467423024,0.33862593737688057
425,2019_NYH2_plot_427,PHN11_PHW65_0395/PHT69,427,2,,2,27,9,0.7055939708681223,0.4301906663448669,0.023096471848430073,0.3321059936326409
426,2019_NYH2_plot_428,PHN11_PHW65_0591/PHT69,428,2,,2,28,9,0.7350335836282695,0.44603052709334384,0.02638142720434227,0.35018078731793983
427,2019_NYH2_plot_429,B14A/H95,429,2,,2,29,9,0.707577539953519,0.4354568177944004,0.02289232141942939,0.3590063139133942
428,2019_NYH2_plot_430,PHN11_PHW65_0227/PHT69,430,2,,2,30,9,0.7782017808127468,0.49091889015095896,0.025332587343031208,0.33313271482523515
429,2019_NYH2_plot_431,PHN11_PHW65_0205/PHT69,431,2,,2,31,9,0.7823687498699018,0.4895341386203005,0.025598323040804994,0.3388244070474143
430,2019_NYH2_plot_432,PHN11_PHW65_0139/PHT69,432,2,,2,32,9,0.767954934534569,0.483163628978404,0.025214525095035002,0.3482049819325199
431,2019_NYH2_plot_433,PHN11_PHW65_0257/PHT69,433,2,,2,33,9,0.7378666871448318,0.4687768080327829,0.02287750940993948,0.3458409291744851
432,2019_NYH2_plot_434,PHN11_PHW65_0639/PHT69,434,2,,2,34,9,0.777279700793754,0.48938325279901074,0.025066968663344028,0.33887672763421495
433,2019_NYH2_plot_435,PHN11_PHW65_0205/PHT69,435,2,,2,35,9,0.7677321501004499,0.4832133616652124,0.024202196001919547,0.364271227671627
434,2019_NYH2_plot_436,PHN11_PHW65_0010/PHT69,436,2,,2,36,9,0.7817269506718132,0.4973188793492894,0.024937094339643872,0.3549079804647306
435,2019_NYH2_plot_437,PHN11_PHW65_0486/PHT69,437,2,,2,37,9,0.7967390209749294,0.4966594149208187,0.0274818292852389,0.3630789933969169
436,2019_NYH2_plot_438,PHN11_PHW65_0129/PHT69,438,2,,2,38,9,0.7814601719378251,0.4898100312629571,0.026275228790049864,0.34862917249647396
437,2019_NYH2_plot_439,PHN11_PHW65_0117/PHT69,439,2,,2,39,9,0.7158843505350858,0.44435477716727717,0.02310631351899734,0.35297753716871366
438,2019_NYH2_plot_440,PHN11_PHW65_0410/PHT69,440,2,,2,40,9,0.7604764734818891,0.46825884400757695,0.026821312427797773,0.3529777923202429
439,2019_NYH2_plot_441,PHN11_PHW65_0322/PHT69,441,2,,2,41,9,0.7849444979839696,0.48786618081657246,0.026513504618557605,0.3561215930437248
440,2019_NYH2_plot_442,PHN11_PHW65_0382/PHT69,442,2,,2,42,9,0.7985290750915751,0.49200087086116495,0.029267862754075988,0.358411104826546
441,2019_NYH2_plot_443,PHN11_PHW65_0137/PHT69,443,2,,2,43,9,0.7708028622173915,0.48043733259521926,0.024381235924777624,0.340380072494955
442,2019_NYH2_plot_444,PHN11_PHW65_0075/PHT69,444,2,,2,44,9,0.7607412195647489,0.4677472836895353,0.026286920472145477,0.35932968889503986
443,2019_NYH2_plot_445,PHN11_PHW65_0086/PHT69,445,2,,2,45,9,0.7886455325251209,0.48093657225894976,0.026804798641690056,0.35621610765213896
444,2019_NYH2_plot_446,PHN11_PHW65_0386/PHT69,446,2,,2,46,9,0.7864864363098121,0.49379573480326056,0.02666995217448297,0.36045925098298004
445,2019_NYH2_plot_447,PHN11_PHW65_0081/PHT69,447,2,,2,47,9,0.760093620828965,0.4691941619422204,0.026783630378022477,0.34739259536258593
446,2019_NYH2_plot_448,PHN11_PHW65_0494/PHT69,448,2,,2,48,9,0.7315083012518122,0.44115492350786467,0.024569324496217446,0.3372547894433933
447,2019_NYH2_plot_449,PHN11_PHW65_0069/PHT69,449,2,,2,49,9,0.772340974951941,0.4788187699261267,0.02558491096780146,0.3385485144047577
448,2019_NYH2_plot_450,2369/LH123HT,450,2,,2,50,9,0.7270984071475547,0.44556470509473123,0.02337321399738847,0.33495617166328273
449,2019_NYH2_plot_451,PHN11_PHW65_0241/PHT69,451,2,,2,50,10,0.6982553615943264,0.40403172315320984,0.02779909457255487,0.3456133688663254
450,2019_NYH2_plot_452,PHN11_PHW65_0027/PHT69,452,2,,2,49,10,0.6569336873130454,0.3824468369392344,0.02515804474029017,0.3404429697165068
451,2019_NYH2_plot_453,PHN11_PHW65_0258/PHT69,453,2,,2,48,10,0.6537790372224407,0.3797914265123603,0.024458832418285652,0.3404632228468813
452,2019_NYH2_plot_454,PHN11_PHW65_0514/PHT69,454,2,,2,47,10,0.6830764280004028,0.4033467172769891,0.025214186417688182,0.34756014476487523
453,2019_NYH2_plot_455,PHN11_PHW65_0141/PHT69,455,2,,2,46,10,0.7118635352881078,0.4335319937942256,0.023574094230722143,0.3393191900440503
454,2019_NYH2_plot_456,PHN11_PHW65_0003/PHT69,456,2,,2,45,10,0.6898328081232493,0.40564163165266104,0.02517118145335057,0.34483722976370035
455,2019_NYH2_plot_457,PHN11_PHW65_0109/PHT69,457,2,,2,44,10,0.7042265470156731,0.4187649753615043,0.025642635764890412,0.36813034914709003
456,2019_NYH2_plot_458,PHN11_PHW65_0028/PHT69,458,2,,2,43,10,0.7160115060284005,0.4438870707953798,0.023571865701492487,0.3508378888812002
457,2019_NYH2_plot_459,PHN11/PHT69,459,2,,2,42,10,0.7870881793167156,0.4864221326208732,0.026199792630448443,0.34198873363364224
458,2019_NYH2_plot_460,PHN11_PHW65_0223/PHT69,460,2,,2,41,10,0.7707669691696722,0.4715373194869432,0.02643852978025916,0.3482621407671323
459,2019_NYH2_plot_461,PHN11_PHW65_0352/PHT69,461,2,,2,40,10,0.779127123836078,0.4750232207765613,0.026336151331390157,0.33750536567308187
460,2019_NYH2_plot_462,PHN11_PHW65_0117/PHT69,462,2,,2,39,10,0.7175838436180466,0.43750219806392304,0.024344559597025323,0.35516394774506466
461,2019_NYH2_plot_463,PHN11_PHW65_0103/PHT69,463,2,,2,38,10,0.770245113510357,0.4853298137893438,0.02357298862505436,0.3241756553997377
462,2019_NYH2_plot_464,PHN11_PHW65_0285/PHT69,464,2,,2,37,10,0.776738154591019,0.4830227572049105,0.025315807624515966,0.3395993143190194
463,2019_NYH2_plot_465,PHN11_PHW65_0614/PHT69,465,2,,2,36,10,0.7463957022857345,0.46467308353347364,0.02425821841088313,0.36766137666153026
464,2019_NYH2_plot_466,PHN11_PHW65_0369/PHT69,466,2,,2,35,10,0.7008494500431223,0.43489119286999794,0.023002627843666086,0.369308406230538
465,2019_NYH2_plot_467,PHN11_PHW65_0251/PHT69,467,2,,2,34,10,0.7306151382022984,0.447917556257289,0.02533696877023555,0.35740147836599995
466,2019_NYH2_plot_468,PHN11_PHW65_0448/PHT69,468,2,,2,33,10,0.7743899166414909,0.47316285823427584,0.026627860543695286,0.34803733101997575
467,2019_NYH2_plot_469,PHN11_PHW65_0353/PHT69,469,2,,2,32,10,0.6878563367678777,0.41784404986878393,0.024359716778072336,0.3544675788353711
468,2019_NYH2_plot_470,PHN11_PHW65_0062/PHT69,470,2,,2,31,10,0.7943976465862504,0.503817321264718,0.02532950661686647,0.356380608077736
469,2019_NYH2_plot_471,PHN11_PHW65_0242/PHT69,471,2,,2,30,10,0.7815654882157723,0.4845167631222001,0.027044471936193637,0.3479285267029085
470,2019_NYH2_plot_472,PHN11_PHW65_0216/PHT69,472,2,,2,29,10,0.7639964602028801,0.46606649890323676,0.0257429112637222,0.3634290350002222
471,2019_NYH2_plot_473,PHN11_PHW65_0212/PHT69,473,2,,2,28,10,0.7547076995088053,0.46431921633887535,0.025986341513910244,0.3667646130555054
472,2019_NYH2_plot_474,PHN11_PHW65_0486/PHT69,474,2,,2,27,10,0.7835073133491195,0.4952009644990754,0.024440540466035783,0.34469162639950535
473,2019_NYH2_plot_475,PHN11_PHW65_0251/PHT69,475,2,,2,26,10,0.7774644543497254,0.4721294985156143,0.02748719748996204,0.3519035410910699
474,2019_NYH2_plot_476,PHN11_PHW65_0119/PHT69,476,2,,2,25,10,0.7427358160882698,0.461413683420922,0.023128914501434585,0.33188038525661145
475,2019_NYH2_plot_477,PHN11_PHW65_0072/PHT69,477,2,,2,24,10,0.7532034545089376,0.47322991859929353,0.024103829923212507,0.35270702777998125
476,2019_NYH2_plot_478,PHN11_PHW65_0076/PHT69,478,2,,2,23,10,0.7787678558067131,0.48634010744285666,0.023998474264178456,0.3444565775697706
477,2019_NYH2_plot_479,B73/MO17,479,2,,2,22,10,0.750717832825036,0.47187003341203926,0.022007668060194555,0.3432063968387114
478,2019_NYH2_plot_480,PHN11_PHW65_0248/PHT69,480,2,,2,21,10,0.7511663271454394,0.4670282975612418,0.02454603677180854,0.34839558639282187
479,2019_NYH2_plot_481,PHN11_PHW65_0427/PHT69,481,2,,2,20,10,0.7191875628456511,0.44310818878833585,0.024957618464052287,0.3879384606406665
480,2019_NYH2_plot_482,PHN11_PHW65_0494/PHT69,482,2,,2,19,10,0.7590271296307235,0.46515780845376914,0.026649107202632007,0.3697639891465725
481,2019_NYH2_plot_483,PHN11_PHW65_0242/PHT69,483,2,,2,18,10,0.7847415410709635,0.4776300530428995,0.028118014330263834,0.35537028751789057
482,2019_NYH2_plot_484,PHN11_PHW65_0066/PHT69,484,2,,2,17,10,0.7089595910667943,0.42736647983153897,0.024446566897496094,0.34631142675989857
483,2019_NYH2_plot_485,PHN11_PHW65_0189/PHT69,485,2,,2,16,10,0.7465446753113778,0.4611146085266804,0.026378889937175916,0.36340574390029157
484,2019_NYH2_plot_486,PHN11_PHW65_0016/PHT69,486,2,,2,15,10,0.7334269478026197,0.4572144182035136,0.024893889911859503,0.3524108820069502
485,2019_NYH2_plot_487,PHN11_PHW65_0147/PHT69,487,2,,2,14,10,0.7677485776395314,0.49066392574302264,0.023440506148231535,0.3475358410084259
486,2019_NYH2_plot_488,F42/MO17,488,2,,2,13,10,0.779075365836232,0.48947371678135004,0.023522278162118434,0.3562871061258406
487,2019_NYH2_plot_489,PHN11_PHW65_0058/PHT69,489,2,,2,12,10,0.7440716555752649,0.47488842494218014,0.0225326235736311,0.3441145247012241
488,2019_NYH2_plot_490,PHN11_PHW65_0548/PHT69,490,2,,2,11,10,0.7086076183226157,0.4386401830569894,0.023821999114096767,0.37833999986644673
489,2019_NYH2_plot_491,PHN11_PHW65_0455/PHT69,491,2,,2,10,10,0.7422481987372174,0.44969758138242244,0.026726187241315487,0.35352716704275605
490,2019_NYH2_plot_492,PHN11_PHW65_0385/PHT69,492,2,,2,9,10,0.7711037337208432,0.4703328208166175,0.02673666598593645,0.34310771908683135
491,2019_NYH2_plot_493,PHN11_PHW65_0282/PHT69,493,2,,2,8,10,0.7422753154284409,0.45951258591406036,0.024660830389597092,0.3750168635439715
492,2019_NYH2_plot_494,PHN11_PHW65_0058/PHT69,494,2,,2,7,10,0.7490915064559666,0.4721800188241595,0.02322700777438913,0.3438679990976105
493,2019_NYH2_plot_495,PHN11_PHW65_0056/PHT69,495,2,,2,6,10,0.7969558419873272,0.5007035149870351,0.025289259146116773,0.3460571374563081
494,2019_NYH2_plot_496,PHN11_PHW65_0499/PHT69,496,2,,2,5,10,0.7947788555068542,0.4951265905036447,0.02562391399620704,0.35605228233088776
495,2019_NYH2_plot_497,PHN11_PHW65_0256/PHT69,497,2,,2,4,10,0.7278829138648307,0.44688008476179664,0.022541710906181067,0.350735321941241
496,2019_NYH2_plot_498,PHN11_PHW65_0070/PHT69,498,2,,2,3,10,0.7248462590499144,0.4498369904298333,0.02499303123539032,0.36744331795783186
497,2019_NYH2_plot_499,PHN11_PHW65_0061/PHT69,499,2,,2,2,10,0.787474564037304,0.4792758155682438,0.028072634476566286,0.3528673650621124
498,2019_NYH2_plot_500,PHW65/PHT69,500,2,,2,1,10,0.7438206292760124,0.4527504032341999,0.023099730352072544,0.32579466813839414
499,2019_NYH2_plot_501,PHN11_PHW65_0062/PHT69,501,2,,2,1,11,0.7803792510593981,0.474383663721899,0.02599800689506572,0.3508564964447317
500,2019_NYH2_plot_502,PHN11_PHW65_0057/PHT69,502,2,,2,2,11,0.7792153374705978,0.479201779124986,0.02562460035229195,0.35044104004325166
501,2019_NYH2_plot_503,PHN11_PHW65_0087/PHT69,503,2,,2,3,11,0.7213177699278145,0.4398920221965503,0.02501673422235281,0.36099610692273276
502,2019_NYH2_plot_504,PHN11_PHW65_0323/PHT69,504,2,,2,4,11,0.715749903094397,0.44091469887814533,0.02215302477689208,0.35783455780384055
503,2019_NYH2_plot_505,PHN11_PHW65_0144/PHT69,505,2,,2,5,11,0.8045345633734514,0.506403420978755,0.027138723253912932,0.3653711976857423
504,2019_NYH2_plot_506,PHN11_PHW65_0212/PHT69,506,2,,2,6,11,0.8136798643940404,0.5087495210978547,0.02844646450667031,0.3804641679929654
505,2019_NYH2_plot_507,PHN11_PHW65_0387/PHT69,507,2,,2,7,11,0.782543376860686,0.4907062322820271,0.024988330258795623,0.36842807016359463
506,2019_NYH2_plot_508,PHN11_PHW65_0427/PHT69,508,2,,2,8,11,0.7823032647483577,0.4865522027248337,0.026537721736615914,0.35308958690927666
507,2019_NYH2_plot_509,PHN11_PHW65_0407/PHT69,509,2,,2,9,11,0.7520472257993376,0.4655237150092011,0.02535828518995467,0.35537864071115494
508,2019_NYH2_plot_510,PHN11_PHW65_0369/PHT69,510,2,,2,10,11,0.7549908849906178,0.46578276673366587,0.02562988944016703,0.3636141958202284
509,2019_NYH2_plot_511,PHN11_PHW65_0305/PHT69,511,2,,2,11,11,0.7328073145305521,0.4540128483608748,0.02574642518184217,0.37403751217297526
510,2019_NYH2_plot_512,PHN11_PHW65_0016/PHT69,512,2,,2,12,11,0.7453142976411291,0.45951101067058675,0.025969881344785353,0.3695290528342287
511,2019_NYH2_plot_513,PHN11_PHW65_0320/PHT69,513,2,,2,13,11,0.7785585734595103,0.48390421844576353,0.025723824938692085,0.3603182666920956
512,2019_NYH2_plot_514,PHN11_PHW65_0408/PHT69,514,2,,2,14,11,0.7986959234386665,0.499464023408118,0.026279132018342585,0.33513484928014187
513,2019_NYH2_plot_515,PHN11_PHW65_0315/PHT69,515,2,,2,15,11,0.6894674158074557,0.4224015374376302,0.02467046187826406,0.3718047170665816
514,2019_NYH2_plot_516,PHN11_PHW65_0149/PHT69,516,2,,2,16,11,0.6645079080035308,0.41572678077055286,0.019501295919050487,0.34913808865582785
515,2019_NYH2_plot_517,PHN11_PHW65_0386/PHT69,517,2,,2,17,11,0.7477841289768263,0.45691026779652716,0.025295801530965435,0.36479591950300383
516,2019_NYH2_plot_518,PHN11_PHW65_0541/PHT69,518,2,,2,18,11,0.7875336356675628,0.48362641300746045,0.027202765902504807,0.3561358827523779
517,2019_NYH2_plot_519,PHN11_PHW65_0146/PHT69,519,2,,2,19,11,0.6961086422920243,0.43044484313106646,0.024992315624783757,0.3767523317822811
