,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NDVI,NDRE,TGI,VARI
166,2019_NYH2_plot_168,Mo44_PHW65_0317/PHT69,168,1,,1,33,4,0.7488691720914114,0.47196983633782896,0.020781787710062935,0.31782697413168925
167,2019_NYH2_plot_169,Mo44_PHW65_0063/PHT69,169,1,,1,32,4,0.7255059485131671,0.44426107860296155,0.023203511892806932,0.3454217517495048
168,2019_NYH2_plot_170,Mo44_PHW65_0011/PHT69,170,1,,1,31,4,0.7828530247206333,0.4857201366186161,0.026800957297962367,0.3809964877696409
169,2019_NYH2_plot_171,Mo44_PHW65_0177/PHT69,171,1,,1,30,4,0.7941775625695147,0.4985984271193916,0.02366414346417418,0.3401579631651817
170,2019_NYH2_plot_172,Mo44_PHW65_0180/PHT69,172,1,,1,29,4,0.8080848246107039,0.4994284679125717,0.025657219143933933,0.3637309191601927
171,2019_NYH2_plot_173,Mo44_PHW65_0147/PHT69,173,1,,1,28,4,0.7347979673195195,0.45245537652000295,0.02455298057467964,0.3564843442201492
172,2019_NYH2_plot_174,B73/PHN82,174,1,,1,27,4,0.7641137033242701,0.48109420912369766,0.02094390501731924,0.3292820321540948
173,2019_NYH2_plot_175,Mo44_PHW65_0167/PHT69,175,1,,1,26,4,0.7454309781755643,0.46900534063796234,0.0204569691302912,0.32367292769688716
174,2019_NYH2_plot_176,Mo44_PHW65_0135/PHT69,176,1,,1,25,4,0.7804668684103486,0.47693781670129387,0.025700452826239957,0.37243706480382877
175,2019_NYH2_plot_177,Mo44_PHW65_0166/PHT69,177,1,,1,24,4,0.7793139027050868,0.48287524690534983,0.024292952529475338,0.36109182375500914
176,2019_NYH2_plot_178,PHW52/PHN82,178,1,,1,23,4,0.7895732384136623,0.4935188295040852,0.023594976773597568,0.36650256005193804
177,2019_NYH2_plot_179,Mo44_PHW65_0134/PHT69,179,1,,1,22,4,0.7934142445891793,0.5007650619998953,0.02325940940746654,0.339074083137975
178,2019_NYH2_plot_180,Mo44_PHW65_0319/PHT69,180,1,,1,21,4,0.7799130345747108,0.4854638415702301,0.022444946011098275,0.33282527450757804
179,2019_NYH2_plot_181,Mo44_PHW65_0036/PHT69,181,1,,1,20,4,0.7244032780816685,0.44789989102690686,0.022954896841243026,0.35103569445452415
180,2019_NYH2_plot_182,Mo44_PHW65_0092/PHT69,182,1,,1,19,4,0.7451544104285619,0.46237907896639274,0.02389555685700671,0.3678968755608289
181,2019_NYH2_plot_183,Mo44_PHW65_0254/PHT69,183,1,,1,18,4,0.74676715237377,0.47817785768153415,0.019605733318968612,0.33409780578898224
182,2019_NYH2_plot_184,Mo44_PHW65_0350/PHT69,184,1,,1,17,4,0.66205604153692,0.4123601479153622,0.019507212083467652,0.3631427907575965
183,2019_NYH2_plot_185,Mo44_PHW65_0433/PHT69,185,1,,1,16,4,0.7241609156215207,0.4511362287433551,0.021837819683004755,0.3487231245179333
184,2019_NYH2_plot_186,Mo44_PHW65_0259/PHT69,186,1,,1,15,4,0.7465762587086117,0.4638980912877972,0.021265727124183006,0.33526078700711054
185,2019_NYH2_plot_187,Mo44_PHW65_0023/PHT69,187,1,,1,14,4,0.7068372880383325,0.4338317291166316,0.020969884157720126,0.314875642966566
186,2019_NYH2_plot_188,Mo44_PHW65_0252/PHT69,188,1,,1,13,4,0.7394934770366314,0.4652701448385007,0.01991639121308644,0.32764363095675325
187,2019_NYH2_plot_189,Mo44_PHW65_0179/PHT69,189,1,,1,12,4,0.5574265697441861,0.32876422712085435,0.01701468295693453,0.36697029484619714
188,2019_NYH2_plot_190,Mo44_PHW65_0475/PHT69,190,1,,1,11,4,0.7135535636226774,0.4321942635258562,0.024809697648892858,0.35432784079689317
189,2019_NYH2_plot_191,Mo44_PHW65_0037/PHT69,191,1,,1,10,4,0.7668603653552202,0.4634698225544486,0.026287654085534594,0.365222224660099
190,2019_NYH2_plot_192,Mo44_PHW65_0175/PHT69,192,1,,1,9,4,0.7549857299818903,0.46211162512805887,0.023878568981318175,0.3433256652731388
191,2019_NYH2_plot_193,Mo44_PHW65_0017/PHT69,193,1,,1,8,4,0.6737059796804844,0.4169597463407938,0.018260377619615832,0.3076857816836315
192,2019_NYH2_plot_194,Mo44_PHW65_0025/PHT69,194,1,,1,7,4,0.7245152328856829,0.4561802708631153,0.022427294918770883,0.3403657827863019
193,2019_NYH2_plot_195,Mo44_PHW65_0067/PHT69,195,1,,1,6,4,0.8305885914361204,0.5358322259542936,0.02431496308365553,0.35020633977282595
194,2019_NYH2_plot_196,Mo44_PHW65_0392/PHT69,196,1,,1,5,4,0.8115634122699089,0.5172874532419918,0.024156261902230265,0.3620315690043842
195,2019_NYH2_plot_197,Mo44_PHW65_0150/PHT69,197,1,,1,4,4,0.7741179621075183,0.48715180790130874,0.02345362342567073,0.3609818942640322
196,2019_NYH2_plot_198,Mo44_PHW65_0155/PHT69,198,1,,1,3,4,0.778292919899432,0.47447391087384944,0.026365545374606964,0.3420582693812612
197,2019_NYH2_plot_199,Mo44_PHW65_0160/PHT69,199,1,,1,2,4,0.7760049912714634,0.4741842911094946,0.024125308367974625,0.3444568026045526
198,2019_NYH2_plot_200,Mo44_PHW65_0363/PHT69,200,1,,1,1,4,0.7981003688882663,0.48811248138540414,0.027085241487637433,0.3709908787777011
199,2019_NYH2_plot_201,Mo44_PHW65_0271/PHT69,201,1,,1,1,5,0.7449575049943656,0.46423741619564074,0.02427878996547404,0.3470331133055753
200,2019_NYH2_plot_202,Mo44_PHW65_0140/PHT69,202,1,,1,2,5,0.747378091626287,0.46369767027116127,0.02512271878022147,0.37415891843783106
201,2019_NYH2_plot_203,Mo44_PHW65_0288/PHT69,203,1,,1,3,5,0.7244325326033205,0.4510516156653463,0.02237752510122346,0.3511100684499548
202,2019_NYH2_plot_204,Mo44_PHW65_0281/PHT69,204,1,,1,4,5,0.7118461122147192,0.4548113842845835,0.01809197059020435,0.3370003876224119
203,2019_NYH2_plot_205,Mo44_PHW65_0237/PHT69,205,1,,1,5,5,0.8240709579674408,0.5099670717855328,0.03140592280294323,0.36751690433152573
204,2019_NYH2_plot_206,Mo44_PHW65_0328/PHT69,206,1,,1,6,5,0.8295065875141066,0.51595482783873,0.030066846740966793,0.36701913595498364
205,2019_NYH2_plot_207,Mo44_PHW65_0316/PHT69,207,1,,1,7,5,0.793506846401947,0.5168248942477172,0.02177399419297745,0.33976606509243584
206,2019_NYH2_plot_208,Mo44_PHW65_0376/PHT69,208,1,,1,8,5,0.7892258972277403,0.5011581977639419,0.026331843040489945,0.3713050273332872
207,2019_NYH2_plot_209,Mo44_PHW65_0176/PHT69,209,1,,1,9,5,0.7821691440183224,0.4915780170272568,0.025479541806680495,0.36071534056482607
208,2019_NYH2_plot_210,Mo44_PHW65_0268/PHT69,210,1,,1,10,5,0.787854985336171,0.49325508873965335,0.02628335704637348,0.3479319022246376
209,2019_NYH2_plot_211,Mo44_PHW65_0214/PHT69,211,1,,1,11,5,0.7501480447571678,0.4714584447958738,0.023432982110297422,0.349060789208232
210,2019_NYH2_plot_212,Mo44_PHW65_0144/PHT69,212,1,,1,12,5,0.7286925535428069,0.4452561824086935,0.02557262294353371,0.3686141739282578
211,2019_NYH2_plot_213,Mo44_PHW65_0390/PHT69,213,1,,1,13,5,0.759446555327773,0.4810972067337549,0.021964098660238303,0.3365803467487574
212,2019_NYH2_plot_214,Mo44/PHT69,214,1,,1,14,5,0.7979578093539083,0.5033313586531218,0.02384716425232475,0.33529484901010015
213,2019_NYH2_plot_215,B73/MO17,215,1,,1,15,5,0.7514310805663901,0.45656035460980937,0.02598621099373672,0.35728254748374544
214,2019_NYH2_plot_216,Mo44_PHW65_0120/PHT69,216,1,,1,16,5,0.6828473425923894,0.4202428912918853,0.020823169356113603,0.331461494017169
215,2019_NYH2_plot_217,Mo44_PHW65_0069/PHT69,217,1,,1,17,5,0.7582679747938541,0.4619947195588418,0.024370080950636933,0.33642531123716807
216,2019_NYH2_plot_218,Mo44_PHW65_0024/PHT69,218,1,,1,18,5,0.7622806825079902,0.4683440759312361,0.025315295670387053,0.34856042437059176
217,2019_NYH2_plot_219,Mo44_PHW65_0191/PHT69,219,1,,1,19,5,0.7368443260011376,0.44697814856008683,0.026749559353767615,0.380000933894345
218,2019_NYH2_plot_220,Mo44_PHW65_0200/PHT69,220,1,,1,20,5,0.700368050500936,0.43125335274307247,0.02121845527858095,0.34153083188094174
219,2019_NYH2_plot_221,Mo44_PHW65_0307/PHT69,221,1,,1,21,5,0.7704643395819867,0.4747904770882712,0.02465180703691733,0.3395357501975149
220,2019_NYH2_plot_222,Mo44_PHW65_0397/PHT69,222,1,,1,22,5,0.800753641484712,0.5010484933077469,0.02477244651626467,0.33448596148642223
221,2019_NYH2_plot_223,Mo44_PHW65_0010/PHT69,223,1,,1,23,5,0.7428401527311065,0.46263033030042705,0.023202113301637184,0.36471398360509094
222,2019_NYH2_plot_224,Mo44_PHW65_0244/PHT69,224,1,,1,24,5,0.7886570092989997,0.4926621220892454,0.025411684818534765,0.3653044748728975
223,2019_NYH2_plot_225,Mo44_PHW65_0121/PHT69,225,1,,1,25,5,0.7908649380619892,0.4809030420764409,0.028832453166042476,0.3658195794887547
224,2019_NYH2_plot_226,Mo44_PHW65_0105/PHT69,226,1,,1,26,5,0.7659789041143672,0.4706941141590197,0.023465967708633965,0.33737653326042205
225,2019_NYH2_plot_227,Mo44_PHW65_0009/PHT69,227,1,,1,27,5,0.760628612893676,0.4809969305011141,0.022520055246528174,0.3543055342241335
226,2019_NYH2_plot_228,Mo44_PHW65_0185/PHT69,228,1,,1,28,5,0.7495406758807158,0.46443769715156596,0.023163886643229294,0.3476287803733665
227,2019_NYH2_plot_229,Mo44_PHW65_0435/PHT69,229,1,,1,29,5,0.7898980761213905,0.49241627158997764,0.02460036804438586,0.3559728450528635
228,2019_NYH2_plot_230,Mo44_PHW65_0163/PHT69,230,1,,1,30,5,0.7729319162893115,0.4810110587717714,0.025016859043275875,0.35832378341977483
229,2019_NYH2_plot_231,Mo44_PHW65_0031/PHT69,231,1,,1,31,5,0.7624486709727072,0.4617142137031555,0.026518803062498347,0.3509012361723159
230,2019_NYH2_plot_232,Mo44_PHW65_0446/PHT69,232,1,,1,32,5,0.6881707653939262,0.4144396943352557,0.02257019088012791,0.33979138150540394
231,2019_NYH2_plot_233,Mo44_PHW65_0189/PHT69,233,1,,1,33,5,0.6530149316203686,0.38552362499528836,0.022242802403146435,0.32029526813738146
232,2019_NYH2_plot_234,Mo44_PHW65_0188/PHT69,234,1,,1,34,5,0.6868831787454452,0.40181387573760347,0.02421869344854527,0.3333153036444456
233,2019_NYH2_plot_235,Mo44_PHW65_0193/PHT69,235,1,,1,35,5,0.6873064067965005,0.3956084462304705,0.02512702707112168,0.32575269915156263
234,2019_NYH2_plot_236,Mo44_PHW65_0391/PHT69,236,1,,1,36,5,0.6975557284572796,0.4124002041065472,0.024480619160699026,0.34369528490247275
235,2019_NYH2_plot_237,Mo44_PHW65_0220/PHT69,237,1,,1,37,5,0.7253640640831549,0.44565933222053633,0.021710143949124138,0.3187525421898022
236,2019_NYH2_plot_238,Mo44_PHW65_0056/PHT69,238,1,,1,38,5,0.7633176427831627,0.46393631965740706,0.025092696889963056,0.34988734196229204
237,2019_NYH2_plot_239,Mo44_PHW65_0471/PHT69,239,1,,1,39,5,0.7334363992634612,0.44661471738725617,0.023342653148827316,0.3372334111391092
238,2019_NYH2_plot_240,Mo44_PHW65_0052/PHT69,240,1,,1,40,5,0.6575357678721218,0.39634588521088293,0.021698813447853533,0.3502090291830731
239,2019_NYH2_plot_241,Mo44_PHW65_0154/PHT69,241,1,,1,41,5,0.7614305011018265,0.4573784685595467,0.026031484616341014,0.34016302644777535
240,2019_NYH2_plot_242,Mo44_PHW65_0195/PHT69,242,1,,1,42,5,0.7968685101467082,0.492211063106137,0.02694566274687875,0.3518107594950797
241,2019_NYH2_plot_243,Mo44_PHW65_0247/PHT69,243,1,,1,43,5,0.7330499020254818,0.4511103497434322,0.025110102205172086,0.3746862874493039
242,2019_NYH2_plot_244,Mo44_PHW65_0250/PHT69,244,1,,1,44,5,0.6741407468791896,0.41175581700846636,0.023967457720183875,0.37387976279083635
243,2019_NYH2_plot_245,Mo44_PHW65_0035/PHT69,245,1,,1,45,5,0.7600537383059269,0.46749085655551637,0.02315091226287663,0.3354511356661564
244,2019_NYH2_plot_246,Mo44_PHW65_0068/PHT69,246,1,,1,46,5,0.8044275883430295,0.5082939425770309,0.025601389113337644,0.34428351468792645
245,2019_NYH2_plot_247,Mo44_PHW65_0324/PHT69,247,1,,1,47,5,0.7704600217271081,0.47112595590555967,0.02737811975563473,0.36982981182028946
246,2019_NYH2_plot_248,Mo44_PHW65_0164/PHT69,248,1,,1,48,5,0.7311756998441071,0.4492056553491049,0.02372611691794613,0.34847131059694414
247,2019_NYH2_plot_249,Mo44_PHW65_0099/PHT69,249,1,,1,49,5,0.7069770444220371,0.4249430729267527,0.022015245103603934,0.3211557253165769
248,2019_NYH2_plot_250,Mo44_PHW65_0320/PHT69,250,1,,1,50,5,0.7342591264262283,0.4377008646398909,0.0257128443665074,0.34529742003248376
249,2019_NYH2_plot_251,Mo44_PHW65_0242/PHT69,251,1,,1,50,6,0.763049288805701,0.4680880988667811,0.025345190415993674,0.34748498314770776
250,2019_NYH2_plot_252,Mo44_PHW65_0118/PHT69,252,1,,1,49,6,0.7044707947281477,0.4380532661782662,0.021144721189757954,0.34290506266609205
251,2019_NYH2_plot_253,PHW65/PHT69,253,1,,1,48,6,0.6702653703097767,0.4129266191662271,0.020183138234292467,0.3237642428977494
252,2019_NYH2_plot_254,2369/LH123HT,254,1,,1,47,6,0.6797670664972155,0.41747710130447035,0.021568974004544578,0.3658669493103528
253,2019_NYH2_plot_255,PHN11_PHW65_0333/PHT69,255,1,,1,46,6,0.6739550931840903,0.4067818732232801,0.02190437371976306,0.32988512536968995
254,2019_NYH2_plot_256,PHN11_PHW65_0225/PHT69,256,1,,1,45,6,0.7244770894901443,0.4410969770515155,0.024585295214691622,0.3305742943893766
255,2019_NYH2_plot_257,PHN11_PHW65_0285/PHT69,257,1,,1,44,6,0.7553463482199467,0.4590276359589829,0.026868565622674055,0.35902319152203965
256,2019_NYH2_plot_258,PHN11_PHW65_0118/PHT69,258,1,,1,43,6,0.6909191151857409,0.4254327559503416,0.02141328031513871,0.3558298354489416
257,2019_NYH2_plot_259,PHN11_PHW65_0140/PHT69,259,1,,1,42,6,0.7628385437324157,0.4562716349845823,0.02739429300541265,0.3385039575179339
258,2019_NYH2_plot_260,PHN11_PHW65_0451/PHT69,260,1,,1,41,6,0.6964901092688182,0.41536396599734227,0.024549294504951486,0.33919376128246737
259,2019_NYH2_plot_261,PHN11_PHW65_0221/PHT69,261,1,,1,40,6,0.43171989020552987,0.2630823126599505,0.012421270737658389,0.391809521559176
260,2019_NYH2_plot_262,PHW65/PHT69,262,1,,1,39,6,0.5870293327212387,0.35125926651038003,0.01972823337007026,0.34820509444991093
261,2019_NYH2_plot_263,PHN11_PHW65_0360/PHT69,263,1,,1,38,6,0.6772626544090221,0.410795256041762,0.023055750679464394,0.33406919707027216
262,2019_NYH2_plot_264,PHN11_PHW65_0063/PHT69,264,1,,1,37,6,0.7300868690516978,0.4408525892783303,0.02504168713076715,0.3399550943092642
263,2019_NYH2_plot_265,PHN11_PHW65_0422/PHT69,265,1,,1,36,6,0.6759466510042459,0.40036286858587583,0.023821801707226375,0.3480515082112379
264,2019_NYH2_plot_266,PHN11_PHW65_0149/PHT69,266,1,,1,35,6,0.6235048829734746,0.36395606645952217,0.021466191618241995,0.33706834812655734
265,2019_NYH2_plot_267,PHN11_PHW65_0080/PHT69,267,1,,1,34,6,0.7157581706766031,0.4160328451962009,0.02704754161853185,0.3293713648474488
266,2019_NYH2_plot_268,PHN11_PHW65_0303/PHT69,268,1,,1,33,6,0.6765442308676834,0.39118167451756763,0.02560639503843313,0.3501037129051259
267,2019_NYH2_plot_269,PHN11_PHW65_0125/PHT69,269,1,,1,32,6,0.6823740944459729,0.40049586414200145,0.02492521812902707,0.352247056685699
268,2019_NYH2_plot_270,CG44/CGR01,270,1,,1,31,6,0.7317280477163751,0.4391734922528963,0.02692363050864049,0.33506542604991385
269,2019_NYH2_plot_271,PHN11_PHW65_0344/PHT69,271,1,,1,30,6,0.7800989365418792,0.4825427580150357,0.026699448608525557,0.35655264716852797
270,2019_NYH2_plot_272,PHN11_PHW65_0086/PHT69,272,1,,1,29,6,0.8068165285796985,0.4985978645324368,0.027069502554988654,0.3659191573797625
271,2019_NYH2_plot_273,PHN11_PHW65_0421/PHT69,273,1,,1,28,6,0.7845514747373141,0.47921213072495517,0.028888000751616173,0.3776353682666077
272,2019_NYH2_plot_274,PHN11_PHW65_0639/PHT69,274,1,,1,27,6,0.6957754999644785,0.43634000248650184,0.020778757947925545,0.34693116830065357
273,2019_NYH2_plot_275,PHN11_PHW65_0470/PHT69,275,1,,1,26,6,0.6798328891709324,0.41285882499213783,0.02239401452487,0.33985157830957247
274,2019_NYH2_plot_276,PHN11_PHW65_0266/PHT69,276,1,,1,25,6,0.7240822659652333,0.43880758569746436,0.024152421683676484,0.34132049284867594
275,2019_NYH2_plot_277,PHN11_PHW65_0276/PHT69,277,1,,1,24,6,0.7609253797672916,0.44822898710766357,0.029319315386410975,0.35891903235653233
276,2019_NYH2_plot_278,PHN11_PHW65_0432/PHT69,278,1,,1,23,6,0.6972555320581737,0.4156792984315638,0.02370973213547319,0.34632189087725873
277,2019_NYH2_plot_279,PHN11_PHW65_0398/PHT69,279,1,,1,22,6,0.7628903017322615,0.4632476007072843,0.027097074941645666,0.3442629351399126
278,2019_NYH2_plot_280,PHN11_PHW65_0418/PHT69,280,1,,1,21,6,0.7793655481875418,0.47147937303059406,0.028148580339948794,0.3486129699921744
279,2019_NYH2_plot_281,PHN11_PHW65_0110/PHT69,281,1,,1,20,6,0.7032397792809938,0.424390830233785,0.02261887240990164,0.3328919398387122
280,2019_NYH2_plot_282,PHN11_PHW65_0223/PHT69,282,1,,1,19,6,0.6431119384889927,0.37568589195067464,0.02340372871381933,0.3437714591761589
281,2019_NYH2_plot_283,PHN11_PHW65_0022/PHT69,283,1,,1,18,6,0.7261880289372226,0.41954145787658303,0.028412916321378923,0.3409307326063585
282,2019_NYH2_plot_284,PHN11_PHW65_0346/PHT69,284,1,,1,17,6,0.6840497034322868,0.39607021760300826,0.024828368784750292,0.33279842565666556
283,2019_NYH2_plot_285,PHN11_PHW65_0279/PHT69,285,1,,1,16,6,0.6571838134731699,0.3851522050876989,0.0239542380519189,0.339659511123188
284,2019_NYH2_plot_286,PHN11_PHW65_0312/PHT69,286,1,,1,15,6,0.7094409404653607,0.41457460268702784,0.02630559723387246,0.3488515068610292
285,2019_NYH2_plot_287,PHN11_PHW65_0464/PHT69,287,1,,1,14,6,0.7084256960466452,0.4318628998094518,0.025035875607523586,0.36649187089979596
286,2019_NYH2_plot_288,PHN11_PHW65_0604/PHT69,288,1,,1,13,6,0.6825843221838628,0.4166850302386819,0.02290864289863976,0.35786250247629986
287,2019_NYH2_plot_289,PHN11_PHW65_0023/PHT69,289,1,,1,12,6,0.6028064087655548,0.3620607110086453,0.02019636197519779,0.36118903878080655
288,2019_NYH2_plot_290,PHN11_PHW65_0032/PHT69,290,1,,1,11,6,0.6290693180264675,0.3737869359432867,0.023768494342906874,0.3795807939564659
289,2019_NYH2_plot_291,PHN11_PHW65_0552/PHT69,291,1,,1,10,6,0.7115764080285659,0.42674099565514095,0.024161441077736576,0.34014603632173895
290,2019_NYH2_plot_292,PHN11_PHW65_0347/PHT69,292,1,,1,9,6,0.7222183028664368,0.4311575282854656,0.026104604042862373,0.35221645195535534
291,2019_NYH2_plot_293,CG119/CG108,293,1,,1,8,6,0.698567822389048,0.42339124040859566,0.02328442652417464,0.3273556219033104
292,2019_NYH2_plot_294,PHN11_PHW65_0453/PHT69,294,1,,1,7,6,0.7511523749889593,0.45971477966563207,0.027644494552189224,0.36742250224050255
293,2019_NYH2_plot_295,PHN11_PHW65_0423/PHT69,295,1,,1,6,6,0.7756346965377836,0.474325612952552,0.02793897844335565,0.3801573330677923
294,2019_NYH2_plot_296,B37/H95,296,1,,1,5,6,0.7935587267033047,0.4818633572171064,0.02888335347761536,0.37201758896315934
295,2019_NYH2_plot_297,PHN11_PHW65_0310/PHT69,297,1,,1,4,6,0.7064689061002991,0.4354996869203596,0.02257399621829049,0.3654432088159626
296,2019_NYH2_plot_298,PHN11_PHW65_0015/PHT69,298,1,,1,3,6,0.7596553142245048,0.466237412820119,0.026492947691227526,0.34688987866687143
297,2019_NYH2_plot_299,PHN11_PHW65_0277/PHT69,299,1,,1,2,6,0.7884110374919199,0.49447631616749266,0.02722505588773971,0.36018032212885154
298,2019_NYH2_plot_300,PHN11_PHW65_0087/PHT69,300,1,,1,1,6,0.7936468180363128,0.4935580980735335,0.026663201131024813,0.3536213440989973
299,2019_NYH2_plot_301,PHN11_PHW65_0176/PHT69,301,1,,1,1,7,0.7378732975415513,0.4464693449181239,0.022945606280270696,0.3530607824571885
300,2019_NYH2_plot_302,PHN11_PHW65_0505/PHT69,302,1,,1,2,7,0.7606364658737567,0.45878797391621845,0.025723176838520104,0.3481956429890695
301,2019_NYH2_plot_303,PHN11_PHW65_0048/PHT69,303,1,,1,3,7,0.6785625678268897,0.4128628756182127,0.0204169073132366,0.3460274328650922
302,2019_NYH2_plot_304,PHN11_PHW65_0407/PHT69,304,1,,1,4,7,0.7579431370861258,0.461481752773413,0.023358529352693076,0.344254046266026
303,2019_NYH2_plot_305,PHN11_PHW65_0092/PHT69,305,1,,1,5,7,0.7495342249218528,0.46393251367576016,0.024843681177181016,0.36927116634697355
304,2019_NYH2_plot_306,PHN11_PHW65_0100/PHT69,306,1,,1,6,7,0.707175402798195,0.43180022762268194,0.022768553414537134,0.35448030186165647
305,2019_NYH2_plot_307,PHN11_PHW65_0209/PHT69,307,1,,1,7,7,0.7029841299845907,0.43018549054488237,0.02273652196367601,0.3511141190760297
306,2019_NYH2_plot_308,PHN11_PHW65_0081/PHT69,308,1,,1,8,7,0.6839843308281336,0.4129858571265421,0.023489346572129553,0.3594611092076919
307,2019_NYH2_plot_309,PHN11_PHW65_0105/PHT69,309,1,,1,9,7,0.7008640773039483,0.4127289799229593,0.024436941034698675,0.33106700804443084
308,2019_NYH2_plot_310,PHN11_PHW65_0066/PHT69,310,1,,1,10,7,0.6529836517856791,0.37299526358042717,0.02556407049664614,0.34706641845330216
309,2019_NYH2_plot_311,PHN11_PHW65_0237/PHT69,311,1,,1,11,7,0.6595337391835625,0.38478674860183076,0.02445535788125252,0.3613839189019653
310,2019_NYH2_plot_312,PHN11_PHW65_0443/PHT69,312,1,,1,12,7,0.6793902848913433,0.4024764111570386,0.023238332454107762,0.3573104823720838
311,2019_NYH2_plot_313,PHN11_PHW65_0291/PHT69,313,1,,1,13,7,0.7503353862131316,0.45509796607938213,0.02522762436969164,0.35678510809827046
312,2019_NYH2_plot_314,PHN11_PHW65_0614/PHT69,314,1,,1,14,7,0.7237819570487364,0.4248770325563445,0.027086285649025627,0.3347411509291405
313,2019_NYH2_plot_315,PHN11_PHW65_0021/PHT69,315,1,,1,15,7,0.6686077041782771,0.38134979237728434,0.027163592972838865,0.35095085634173334
314,2019_NYH2_plot_316,PHN11_PHW65_0227/PHT69,316,1,,1,16,7,0.6057074446569147,0.33848651732233365,0.02419295832412097,0.3557233939970847
315,2019_NYH2_plot_317,PHN11_PHW65_0158/PHT69,317,1,,1,17,7,0.6242200435104751,0.3389593153991864,0.027087094649066695,0.3367831165404503
316,2019_NYH2_plot_318,PHN11_PHW65_0402/PHT69,318,1,,1,18,7,0.5898038990651493,0.3182175219957435,0.025181800537045506,0.3392046033114993
317,2019_NYH2_plot_319,LH74/PHN82,319,1,,1,19,7,0.524477639846948,0.28860668344985857,0.022749513087105655,0.36380283978729416
318,2019_NYH2_plot_320,PHN11_PHW65_0637/PHT69,320,1,,1,20,7,0.533469816928579,0.29910621810483584,0.021976065300593022,0.3698687428375648
319,2019_NYH2_plot_321,PHN11_PHW65_0073/PHT69,321,1,,1,21,7,0.5672353858193206,0.310266593080293,0.02397955108936525,0.3423013069457548
320,2019_NYH2_plot_322,PHN11_PHW65_0286/PHT69,322,1,,1,22,7,0.6356958047328191,0.36262926138521284,0.02529234212262933,0.3494314214940847
321,2019_NYH2_plot_323,PHN11_PHW65_0316/PHT69,323,1,,1,23,7,0.6392919730655869,0.3773335966240282,0.022857219368968715,0.367080674406738
322,2019_NYH2_plot_324,PHN11_PHW65_0154/PHT69,324,1,,1,24,7,0.7371069415916598,0.43252157661618573,0.027681914460903862,0.35852788996699303
323,2019_NYH2_plot_325,PHN11_PHW65_0284/PHT69,325,1,,1,25,7,0.7501626720179938,0.44070834198310777,0.02843615903883144,0.3540075037848037
324,2019_NYH2_plot_326,PHN11_PHW65_0133/PHT69,326,1,,1,26,7,0.754987768748094,0.4564234661965592,0.024177304183110412,0.33662419673284233
325,2019_NYH2_plot_327,PHN11_PHW65_0288/PHT69,327,1,,1,27,7,0.757913319977519,0.4611205719484018,0.02534940194193765,0.35140002576648255
326,2019_NYH2_plot_328,LOCAL CHECK 1,328,1,1.0,1,28,7,0.7920496336715044,0.4861569291303587,0.026342430926980152,0.4004910258941898
327,2019_NYH2_plot_329,PHN11_PHW65_0329/PHT69,329,1,,1,29,7,0.7859141728593426,0.48530483492854865,0.02645572918864272,0.3663248950915976
328,2019_NYH2_plot_330,PHN11_PHW65_0322/PHT69,330,1,,1,30,7,0.76984418767507,0.46762876625008976,0.02640496503088415,0.34075686364289304
329,2019_NYH2_plot_331,PHN11_PHW65_0374/PHT69,331,1,,1,31,7,0.701976986818025,0.4354675069465424,0.024177299278819783,0.3732092716580506
330,2019_NYH2_plot_332,PHN11_PHW65_0359/PHT69,332,1,,1,32,7,0.6957076303106099,0.41373027218519465,0.023377991485809026,0.3716986131668976
331,2019_NYH2_plot_333,PHN11_PHW65_0408/PHT69,333,1,,1,33,7,0.6864486867251419,0.40873652533919774,0.02482358116976455,0.3520700668297044
332,2019_NYH2_plot_334,B73/PHM49,334,1,,1,34,7,0.648849883919966,0.3864614843553496,0.020327468119726036,0.3172381632866565
333,2019_NYH2_plot_335,PHN11_PHW65_0206/PHT69,335,1,,1,35,7,0.7293542683190971,0.42446161834888607,0.028792606257204627,0.36293542120604017
334,2019_NYH2_plot_336,PHN11_PHW65_0478/PHT69,336,1,,1,36,7,0.732108919084806,0.43523414587767223,0.02680335166804219,0.36327488617459436
335,2019_NYH2_plot_337,PHN11_PHW65_0365/PHT69,337,1,,1,37,7,0.7828328841076498,0.48328109713457584,0.02672584293809912,0.3469740416753164
336,2019_NYH2_plot_338,PHN11_PHW65_0390/PHT69,338,1,,1,38,7,0.7726569237857827,0.4845283524134699,0.02571630202593188,0.34700262109262264
337,2019_NYH2_plot_339,PHN11_PHW65_0136/PHT69,339,1,,1,39,7,0.7125332559213683,0.42906065418736283,0.02495005634308353,0.3628247040933264
338,2019_NYH2_plot_340,PHN11_PHW65_0328/PHT69,340,1,,1,40,7,0.6881576008591828,0.40954428768896595,0.025196446925827974,0.3732088215884868
339,2019_NYH2_plot_341,PHN11_PHW65_0393/PHT69,341,1,,1,41,7,0.7505986524476972,0.4512055406792073,0.02670172439505942,0.36068247937158743
340,2019_NYH2_plot_342,PHN11_PHW65_0245/PHT69,342,1,,1,42,7,0.7720381906528427,0.47383649985400866,0.025369572934616707,0.34118941008819675
341,2019_NYH2_plot_343,PHN11_PHW65_0190/PHT69,343,1,,1,43,7,0.7935823455712874,0.487831300425372,0.02717626918210546,0.36819808461645354
