plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number
2019_NYH2_plot_339,PHN11_PHW65_0136/PHT69,339,1,,1,39,7
2019_NYH2_plot_340,PHN11_PHW65_0328/PHT69,340,1,,1,40,7
2019_NYH2_plot_341,PHN11_PHW65_0393/PHT69,341,1,,1,41,7
2019_NYH2_plot_342,PHN11_PHW65_0245/PHT69,342,1,,1,42,7
2019_NYH2_plot_343,PHN11_PHW65_0190/PHT69,343,1,,1,43,7
2019_NYH2_plot_344,PHN11_PHW65_0345/PHT69,344,1,,1,44,7
2019_NYH2_plot_345,PHN11_PHW65_0336/PHT69,345,1,,1,45,7
2019_NYH2_plot_346,PHN11_PHW65_0343/PHT69,346,1,,1,46,7
2019_NYH2_plot_347,PHN11_PHW65_0077/PHT69,347,1,,1,47,7
2019_NYH2_plot_348,PHN11_PHW65_0074/PHT69,348,1,,1,48,7
2019_NYH2_plot_349,PHN11_PHW65_0055/PHT69,349,1,,1,49,7
2019_NYH2_plot_350,PHN11_PHW65_0101/PHT69,350,1,,1,50,7
2019_NYH2_plot_351,PHN11_PHW65_0278/PHT69,351,1,,1,50,8
2019_NYH2_plot_352,PHN11_PHW65_0481/PHT69,352,1,,1,49,8
2019_NYH2_plot_353,PHN11_PHW65_0355/PHT69,353,1,,1,48,8
2019_NYH2_plot_354,PHN11_PHW65_0612/PHT69,354,1,,1,47,8
2019_NYH2_plot_355,PHN11_PHW65_0042/PHT69,355,1,,1,46,8
2019_NYH2_plot_356,PHN11_PHW65_0294/PHT69,356,1,,1,45,8
2019_NYH2_plot_357,PHN11_PHW65_0138/PHT69,357,1,,1,44,8
2019_NYH2_plot_358,PHN11_PHW65_0341/PHT69,358,1,,1,43,8
2019_NYH2_plot_359,PHN11_PHW65_0094/PHT69,359,1,,1,42,8
2019_NYH2_plot_360,PHN11_PHW65_0109/PHT69,360,1,,1,41,8
2019_NYH2_plot_361,B14A/H95,361,1,,1,40,8
2019_NYH2_plot_362,PHN11_PHW65_0431/PHT69,362,1,,1,39,8
2019_NYH2_plot_363,PHN11_PHW65_0448/PHT69,363,1,,1,38,8
2019_NYH2_plot_364,PHN11_PHW65_0089/PHT69,364,1,,1,37,8
2019_NYH2_plot_365,PHN11_PHW65_0143/PHT69,365,1,,1,36,8
2019_NYH2_plot_366,PHN11_PHW65_0307/PHT69,366,1,,1,35,8
2019_NYH2_plot_367,PHN11_PHW65_0260/PHT69,367,1,,1,34,8
2019_NYH2_plot_368,PHN11_PHW65_0261/PHT69,368,1,,1,33,8
2019_NYH2_plot_369,PHN11_PHW65_0217/PHT69,369,1,,1,32,8
2019_NYH2_plot_370,PHN11_PHW65_0354/PHT69,370,1,,1,31,8
2019_NYH2_plot_371,PHN11_PHW65_0079/PHT69,371,1,,1,30,8
2019_NYH2_plot_372,PHN11_PHW65_0194/PHT69,372,1,,1,29,8
2019_NYH2_plot_373,PHN11_PHW65_0180/PHT69,373,1,,1,28,8
2019_NYH2_plot_374,PHN11_PHW65_0577/PHT69,374,1,,1,27,8
2019_NYH2_plot_375,PHN11_PHW65_0512/PHT69,375,1,,1,26,8
2019_NYH2_plot_376,PHN11_PHW65_0274/PHT69,376,1,,1,25,8
2019_NYH2_plot_377,PHN11_PHW65_0300/PHT69,377,1,,1,24,8
2019_NYH2_plot_378,PHN11_PHW65_0113/PHT69,378,1,,1,23,8
2019_NYH2_plot_379,PHN11_PHW65_0319/PHT69,379,1,,1,22,8
2019_NYH2_plot_380,PHN11_PHW65_0035/PHT69,380,1,,1,21,8
2019_NYH2_plot_381,PHN11_PHW65_0065/PHT69,381,1,,1,20,8
2019_NYH2_plot_382,PHN11_PHW65_0548/PHT69,382,1,,1,19,8
2019_NYH2_plot_383,B14A/OH43,383,1,,1,18,8
2019_NYH2_plot_384,PHN11_PHW65_0088/PHT69,384,1,,1,17,8
2019_NYH2_plot_385,PHN11_PHW65_0378/PHT69,385,1,,1,16,8
2019_NYH2_plot_386,PHN11_PHW65_0224/PHT69,386,1,,1,15,8
2019_NYH2_plot_387,PHN11/PHT69,387,1,,1,14,8
2019_NYH2_plot_388,PHN11_PHW65_0096/PHT69,388,1,,1,13,8
2019_NYH2_plot_389,PHN11_PHW65_0424/PHT69,389,1,,1,12,8
2019_NYH2_plot_390,PHN11_PHW65_0017/PHT69,390,1,,1,11,8
2019_NYH2_plot_391,PHN11_PHW65_0358/PHT69,391,1,,1,10,8
2019_NYH2_plot_392,PHN11_PHW65_0107/PHT69,392,1,,1,9,8
2019_NYH2_plot_393,PHN11_PHW65_0591/PHT69,393,1,,1,8,8
2019_NYH2_plot_394,PHN11_PHW65_0211/PHT69,394,1,,1,7,8
2019_NYH2_plot_395,PHN11_PHW65_0248/PHT69,395,1,,1,6,8
2019_NYH2_plot_396,PHN11_PHW65_0179/PHT69,396,1,,1,5,8
2019_NYH2_plot_397,PHN11_PHW65_0372/PHT69,397,1,,1,4,8
2019_NYH2_plot_398,PHN11_PHW65_0172/PHT69,398,1,,1,3,8
2019_NYH2_plot_399,PHN11_PHW65_0064/PHT69,399,1,,1,2,8
2019_NYH2_plot_400,PHN11_PHW65_0106/PHT69,400,1,,1,1,8
2019_NYH2_plot_401,PHN11_PHW65_0143/PHT69,401,2,,2,1,9
2019_NYH2_plot_402,PHN11_PHW65_0023/PHT69,402,2,,2,2,9
2019_NYH2_plot_403,PHN11_PHW65_0382/PHT69,403,2,,2,3,9
2019_NYH2_plot_404,PHN11_PHW65_0167/PHT69,404,2,,2,4,9
2019_NYH2_plot_405,PHN11_PHW65_0059/PHT69,405,2,,2,5,9
2019_NYH2_plot_406,PHN11_PHW65_0499/PHT69,406,2,,2,6,9
2019_NYH2_plot_407,PHN11_PHW65_0050/PHT69,407,2,,2,7,9
2019_NYH2_plot_408,PHN11_PHW65_0275/PHT69,408,2,,2,8,9
2019_NYH2_plot_409,PHN11_PHW65_0302/PHT69,409,2,,2,9,9
2019_NYH2_plot_410,PHN11_PHW65_0077/PHT69,410,2,,2,10,9
2019_NYH2_plot_411,B73/PHN82,411,2,,2,11,9
2019_NYH2_plot_412,PHN11_PHW65_0088/PHT69,412,2,,2,12,9
2019_NYH2_plot_413,PHN11_PHW65_0491/PHT69,413,2,,2,13,9
2019_NYH2_plot_414,PHN11_PHW65_0049/PHT69,414,2,,2,14,9
2019_NYH2_plot_415,PHN11_PHW65_0267/PHT69,415,2,,2,15,9
2019_NYH2_plot_416,B37/H95,416,2,,2,16,9
2019_NYH2_plot_417,PHN11_PHW65_0155/PHT69,417,2,,2,17,9
2019_NYH2_plot_418,PHN11_PHW65_0140/PHT69,418,2,,2,18,9
2019_NYH2_plot_419,PHN11_PHW65_0168/PHT69,419,2,,2,19,9
2019_NYH2_plot_420,PHN11_PHW65_0028/PHT69,420,2,,2,20,9
2019_NYH2_plot_421,PHN11_PHW65_0217/PHT69,421,2,,2,21,9
2019_NYH2_plot_422,PHN11_PHW65_0496/PHT69,422,2,,2,22,9
2019_NYH2_plot_423,PHN11_PHW65_0284/PHT69,423,2,,2,23,9
2019_NYH2_plot_424,PHN11_PHW65_0071/PHT69,424,2,,2,24,9
2019_NYH2_plot_425,PHN11_PHW65_0092/PHT69,425,2,,2,25,9
2019_NYH2_plot_426,PHN11_PHW65_0256/PHT69,426,2,,2,26,9
2019_NYH2_plot_427,PHN11_PHW65_0395/PHT69,427,2,,2,27,9
2019_NYH2_plot_428,PHN11_PHW65_0591/PHT69,428,2,,2,28,9
2019_NYH2_plot_429,B14A/H95,429,2,,2,29,9
2019_NYH2_plot_430,PHN11_PHW65_0227/PHT69,430,2,,2,30,9
2019_NYH2_plot_431,PHN11_PHW65_0205/PHT69,431,2,,2,31,9
2019_NYH2_plot_432,PHN11_PHW65_0139/PHT69,432,2,,2,32,9
2019_NYH2_plot_433,PHN11_PHW65_0257/PHT69,433,2,,2,33,9
2019_NYH2_plot_434,PHN11_PHW65_0639/PHT69,434,2,,2,34,9
2019_NYH2_plot_435,PHN11_PHW65_0205/PHT69,435,2,,2,35,9
2019_NYH2_plot_436,PHN11_PHW65_0010/PHT69,436,2,,2,36,9
2019_NYH2_plot_437,PHN11_PHW65_0486/PHT69,437,2,,2,37,9
2019_NYH2_plot_438,PHN11_PHW65_0129/PHT69,438,2,,2,38,9
2019_NYH2_plot_439,PHN11_PHW65_0117/PHT69,439,2,,2,39,9
2019_NYH2_plot_440,PHN11_PHW65_0410/PHT69,440,2,,2,40,9
2019_NYH2_plot_441,PHN11_PHW65_0322/PHT69,441,2,,2,41,9
2019_NYH2_plot_442,PHN11_PHW65_0382/PHT69,442,2,,2,42,9
2019_NYH2_plot_443,PHN11_PHW65_0137/PHT69,443,2,,2,43,9
2019_NYH2_plot_444,PHN11_PHW65_0075/PHT69,444,2,,2,44,9
2019_NYH2_plot_445,PHN11_PHW65_0086/PHT69,445,2,,2,45,9
2019_NYH2_plot_446,PHN11_PHW65_0386/PHT69,446,2,,2,46,9
2019_NYH2_plot_447,PHN11_PHW65_0081/PHT69,447,2,,2,47,9
2019_NYH2_plot_448,PHN11_PHW65_0494/PHT69,448,2,,2,48,9
2019_NYH2_plot_449,PHN11_PHW65_0069/PHT69,449,2,,2,49,9
2019_NYH2_plot_450,2369/LH123HT,450,2,,2,50,9
2019_NYH2_plot_451,PHN11_PHW65_0241/PHT69,451,2,,2,50,10
2019_NYH2_plot_452,PHN11_PHW65_0027/PHT69,452,2,,2,49,10
2019_NYH2_plot_453,PHN11_PHW65_0258/PHT69,453,2,,2,48,10
2019_NYH2_plot_454,PHN11_PHW65_0514/PHT69,454,2,,2,47,10
2019_NYH2_plot_455,PHN11_PHW65_0141/PHT69,455,2,,2,46,10
2019_NYH2_plot_456,PHN11_PHW65_0003/PHT69,456,2,,2,45,10
2019_NYH2_plot_457,PHN11_PHW65_0109/PHT69,457,2,,2,44,10
2019_NYH2_plot_458,PHN11_PHW65_0028/PHT69,458,2,,2,43,10
2019_NYH2_plot_459,PHN11/PHT69,459,2,,2,42,10
2019_NYH2_plot_460,PHN11_PHW65_0223/PHT69,460,2,,2,41,10
2019_NYH2_plot_461,PHN11_PHW65_0352/PHT69,461,2,,2,40,10
2019_NYH2_plot_462,PHN11_PHW65_0117/PHT69,462,2,,2,39,10
2019_NYH2_plot_463,PHN11_PHW65_0103/PHT69,463,2,,2,38,10
2019_NYH2_plot_464,PHN11_PHW65_0285/PHT69,464,2,,2,37,10
2019_NYH2_plot_465,PHN11_PHW65_0614/PHT69,465,2,,2,36,10
2019_NYH2_plot_466,PHN11_PHW65_0369/PHT69,466,2,,2,35,10
2019_NYH2_plot_467,PHN11_PHW65_0251/PHT69,467,2,,2,34,10
2019_NYH2_plot_468,PHN11_PHW65_0448/PHT69,468,2,,2,33,10
2019_NYH2_plot_469,PHN11_PHW65_0353/PHT69,469,2,,2,32,10
2019_NYH2_plot_470,PHN11_PHW65_0062/PHT69,470,2,,2,31,10
2019_NYH2_plot_471,PHN11_PHW65_0242/PHT69,471,2,,2,30,10
2019_NYH2_plot_472,PHN11_PHW65_0216/PHT69,472,2,,2,29,10
2019_NYH2_plot_473,PHN11_PHW65_0212/PHT69,473,2,,2,28,10
2019_NYH2_plot_474,PHN11_PHW65_0486/PHT69,474,2,,2,27,10
2019_NYH2_plot_475,PHN11_PHW65_0251/PHT69,475,2,,2,26,10
2019_NYH2_plot_476,PHN11_PHW65_0119/PHT69,476,2,,2,25,10
2019_NYH2_plot_477,PHN11_PHW65_0072/PHT69,477,2,,2,24,10
2019_NYH2_plot_478,PHN11_PHW65_0076/PHT69,478,2,,2,23,10
2019_NYH2_plot_479,B73/MO17,479,2,,2,22,10
2019_NYH2_plot_480,PHN11_PHW65_0248/PHT69,480,2,,2,21,10
2019_NYH2_plot_481,PHN11_PHW65_0427/PHT69,481,2,,2,20,10
2019_NYH2_plot_482,PHN11_PHW65_0494/PHT69,482,2,,2,19,10
2019_NYH2_plot_483,PHN11_PHW65_0242/PHT69,483,2,,2,18,10
2019_NYH2_plot_484,PHN11_PHW65_0066/PHT69,484,2,,2,17,10
2019_NYH2_plot_485,PHN11_PHW65_0189/PHT69,485,2,,2,16,10
2019_NYH2_plot_486,PHN11_PHW65_0016/PHT69,486,2,,2,15,10
2019_NYH2_plot_487,PHN11_PHW65_0147/PHT69,487,2,,2,14,10
2019_NYH2_plot_488,F42/MO17,488,2,,2,13,10
2019_NYH2_plot_489,PHN11_PHW65_0058/PHT69,489,2,,2,12,10
2019_NYH2_plot_490,PHN11_PHW65_0548/PHT69,490,2,,2,11,10
2019_NYH2_plot_491,PHN11_PHW65_0455/PHT69,491,2,,2,10,10
2019_NYH2_plot_492,PHN11_PHW65_0385/PHT69,492,2,,2,9,10
2019_NYH2_plot_493,PHN11_PHW65_0282/PHT69,493,2,,2,8,10
2019_NYH2_plot_494,PHN11_PHW65_0058/PHT69,494,2,,2,7,10
2019_NYH2_plot_495,PHN11_PHW65_0056/PHT69,495,2,,2,6,10
2019_NYH2_plot_496,PHN11_PHW65_0499/PHT69,496,2,,2,5,10
2019_NYH2_plot_497,PHN11_PHW65_0256/PHT69,497,2,,2,4,10
2019_NYH2_plot_498,PHN11_PHW65_0070/PHT69,498,2,,2,3,10
2019_NYH2_plot_499,PHN11_PHW65_0061/PHT69,499,2,,2,2,10
2019_NYH2_plot_500,PHW65/PHT69,500,2,,2,1,10
2019_NYH2_plot_501,PHN11_PHW65_0062/PHT69,501,2,,2,1,11
2019_NYH2_plot_502,PHN11_PHW65_0057/PHT69,502,2,,2,2,11
2019_NYH2_plot_503,PHN11_PHW65_0087/PHT69,503,2,,2,3,11
2019_NYH2_plot_504,PHN11_PHW65_0323/PHT69,504,2,,2,4,11
2019_NYH2_plot_505,PHN11_PHW65_0144/PHT69,505,2,,2,5,11
2019_NYH2_plot_506,PHN11_PHW65_0212/PHT69,506,2,,2,6,11
2019_NYH2_plot_507,PHN11_PHW65_0387/PHT69,507,2,,2,7,11
2019_NYH2_plot_508,PHN11_PHW65_0427/PHT69,508,2,,2,8,11
2019_NYH2_plot_509,PHN11_PHW65_0407/PHT69,509,2,,2,9,11
2019_NYH2_plot_510,PHN11_PHW65_0369/PHT69,510,2,,2,10,11
2019_NYH2_plot_511,PHN11_PHW65_0305/PHT69,511,2,,2,11,11
2019_NYH2_plot_512,PHN11_PHW65_0016/PHT69,512,2,,2,12,11
2019_NYH2_plot_513,PHN11_PHW65_0320/PHT69,513,2,,2,13,11
2019_NYH2_plot_514,PHN11_PHW65_0408/PHT69,514,2,,2,14,11
2019_NYH2_plot_515,PHN11_PHW65_0315/PHT69,515,2,,2,15,11
2019_NYH2_plot_516,PHN11_PHW65_0149/PHT69,516,2,,2,16,11
2019_NYH2_plot_517,PHN11_PHW65_0386/PHT69,517,2,,2,17,11
2019_NYH2_plot_518,PHN11_PHW65_0541/PHT69,518,2,,2,18,11
2019_NYH2_plot_519,PHN11_PHW65_0146/PHT69,519,2,,2,19,11
2019_NYH2_plot_520,PHW52/PHM49,520,2,,2,20,11
2019_NYH2_plot_521,PHN11_PHW65_0144/PHT69,521,2,,2,21,11
2019_NYH2_plot_522,PHN11_PHW65_0385/PHT69,522,2,,2,22,11
2019_NYH2_plot_523,PHN11_PHW65_0491/PHT69,523,2,,2,23,11
2019_NYH2_plot_524,PHN11_PHW65_0250/PHT69,524,2,,2,24,11
2019_NYH2_plot_525,PHN11_PHW65_0250/PHT69,525,2,,2,25,11
2019_NYH2_plot_526,PHN11_PHW65_0663/PHT69,526,2,,2,26,11
2019_NYH2_plot_527,PHN11_PHW65_0184/PHT69,527,2,,2,27,11
2019_NYH2_plot_528,PHN11_PHW65_0084/PHT69,528,2,,2,28,11
2019_NYH2_plot_529,PHN11_PHW65_0132/PHT69,529,2,,2,29,11
2019_NYH2_plot_530,PHN11_PHW65_0323/PHT69,530,2,,2,30,11
2019_NYH2_plot_531,PHN11_PHW65_0478/PHT69,531,2,,2,31,11
2019_NYH2_plot_532,PHN11_PHW65_0423/PHT69,532,2,,2,32,11
2019_NYH2_plot_533,PHN11_PHW65_0512/PHT69,533,2,,2,33,11
2019_NYH2_plot_534,PHN11_PHW65_0136/PHT69,534,2,,2,34,11
2019_NYH2_plot_535,PHN11_PHW65_0089/PHT69,535,2,,2,35,11
2019_NYH2_plot_536,PHN11_PHW65_0001/PHT69,536,2,,2,36,11
2019_NYH2_plot_537,PHN11_PHW65_0626/PHT69,537,2,,2,37,11
2019_NYH2_plot_538,PHN11_PHW65_0221/PHT69,538,2,,2,38,11
2019_NYH2_plot_539,B37/MO17,539,2,,2,39,11
2019_NYH2_plot_540,PHN11_PHW65_0106/PHT69,540,2,,2,40,11
2019_NYH2_plot_541,PHN11_PHW65_0114/PHT69,541,2,,2,41,11
2019_NYH2_plot_542,PHN11_PHW65_0011/PHT69,542,2,,2,42,11
2019_NYH2_plot_543,PHN11_PHW65_0022/PHT69,543,2,,2,43,11
2019_NYH2_plot_544,PHN11_PHW65_0017/PHT69,544,2,,2,44,11
2019_NYH2_plot_545,PHN11_PHW65_0178/PHT69,545,2,,2,45,11
2019_NYH2_plot_546,PHN11_PHW65_0178/PHT69,546,2,,2,46,11
2019_NYH2_plot_547,PHN11_PHW65_0301/PHT69,547,2,,2,47,11
2019_NYH2_plot_548,PHN11_PHW65_0056/PHT69,548,2,,2,48,11
2019_NYH2_plot_549,Mo44_PHW65_0083/PHT69,549,2,,2,49,11
2019_NYH2_plot_550,Mo44_PHW65_0157/PHT69,550,2,,2,50,11
2019_NYH2_plot_551,Mo44_PHW65_0104/PHT69,551,2,,2,50,12
2019_NYH2_plot_552,Mo44_PHW65_0396/PHT69,552,2,,2,49,12
2019_NYH2_plot_553,Mo44_PHW65_0060/PHT69,553,2,,2,48,12
2019_NYH2_plot_554,Mo44_PHW65_0248/PHT69,554,2,,2,47,12
2019_NYH2_plot_555,Mo44_PHW65_0315/PHT69,555,2,,2,46,12
2019_NYH2_plot_556,Mo44_PHW65_0147/PHT69,556,2,,2,45,12
2019_NYH2_plot_557,Mo44_PHW65_0455/PHT69,557,2,,2,44,12
2019_NYH2_plot_558,LOCAL CHECK 1,558,2,1,2,43,12
2019_NYH2_plot_559,Mo44_PHW65_0307/PHT69,559,2,,2,42,12
2019_NYH2_plot_560,Mo44_PHW65_0084/PHT69,560,2,,2,41,12
2019_NYH2_plot_561,Mo44_PHW65_0349/PHT69,561,2,,2,40,12
2019_NYH2_plot_562,Mo44_PHW65_0017/PHT69,562,2,,2,39,12
2019_NYH2_plot_563,Mo44_PHW65_0217/PHT69,563,2,,2,38,12
2019_NYH2_plot_564,Mo44_PHW65_0260/PHT69,564,2,,2,37,12
2019_NYH2_plot_565,Mo44/PHT69,565,2,,2,36,12
2019_NYH2_plot_566,Mo44_PHW65_0321/PHT69,566,2,,2,35,12
2019_NYH2_plot_567,Mo44_PHW65_0296/PHT69,567,2,,2,34,12
2019_NYH2_plot_568,Mo44_PHW65_0113/PHT69,568,2,,2,33,12
2019_NYH2_plot_569,Mo44_PHW65_0136/PHT69,569,2,,2,32,12
2019_NYH2_plot_570,Mo44_PHW65_0184/PHT69,570,2,,2,31,12
2019_NYH2_plot_571,PHW65/PHT69,571,2,,2,30,12
2019_NYH2_plot_572,Mo44_PHW65_0343/PHT69,572,2,,2,29,12
2019_NYH2_plot_573,Mo44_PHW65_0185/PHT69,573,2,,2,28,12
2019_NYH2_plot_574,Mo44_PHW65_0073/PHT69,574,2,,2,27,12
2019_NYH2_plot_575,Mo44_PHW65_0442/PHT69,575,2,,2,26,12
2019_NYH2_plot_576,Mo44_PHW65_0093/PHT69,576,2,,2,25,12
2019_NYH2_plot_577,Mo44_PHW65_0029/PHT69,577,2,,2,24,12
2019_NYH2_plot_578,Mo44_PHW65_0336/PHT69,578,2,,2,23,12
2019_NYH2_plot_579,Mo44_PHW65_0336/PHT69,579,2,,2,22,12
2019_NYH2_plot_580,Mo44_PHW65_0203/PHT69,580,2,,2,21,12
2019_NYH2_plot_581,Mo44_PHW65_0171/PHT69,581,2,,2,20,12
2019_NYH2_plot_582,Mo44_PHW65_0175/PHT69,582,2,,2,19,12
2019_NYH2_plot_583,Mo44_PHW65_0151/PHT69,583,2,,2,18,12
2019_NYH2_plot_584,Mo44_PHW65_0237/PHT69,584,2,,2,17,12
2019_NYH2_plot_585,Mo44_PHW65_0254/PHT69,585,2,,2,16,12
2019_NYH2_plot_586,Mo44_PHW65_0110/PHT69,586,2,,2,15,12
2019_NYH2_plot_587,Mo44_PHW65_0104/PHT69,587,2,,2,14,12
2019_NYH2_plot_588,Mo44_PHW65_0464/PHT69,588,2,,2,13,12
2019_NYH2_plot_589,Mo44_PHW65_0455/PHT69,589,2,,2,12,12
2019_NYH2_plot_590,Mo44_PHW65_0020/PHT69,590,2,,2,11,12
2019_NYH2_plot_591,Mo44_PHW65_0111/PHT69,591,2,,2,10,12
2019_NYH2_plot_592,Mo44_PHW65_0168/PHT69,592,2,,2,9,12
2019_NYH2_plot_593,Mo44_PHW65_0110/PHT69,593,2,,2,8,12
2019_NYH2_plot_594,Mo44_PHW65_0160/PHT69,594,2,,2,7,12
2019_NYH2_plot_595,Mo44_PHW65_0098/PHT69,595,2,,2,6,12
2019_NYH2_plot_596,Mo44_PHW65_0001/PHT69,596,2,,2,5,12
2019_NYH2_plot_597,Mo44_PHW65_0442/PHT69,597,2,,2,4,12
2019_NYH2_plot_598,Mo44_PHW65_0416/PHT69,598,2,,2,3,12
2019_NYH2_plot_599,Mo44_PHW65_0167/PHT69,599,2,,2,2,12
2019_NYH2_plot_600,PHG39/PHN82,600,2,,2,1,12
2019_NYH2_plot_601,Mo44_PHW65_0056/PHT69,601,2,,2,1,13
2019_NYH2_plot_602,B73/PHM49,602,2,,2,2,13
2019_NYH2_plot_603,Mo44_PHW65_0263/PHT69,603,2,,2,3,13
2019_NYH2_plot_604,Mo44_PHW65_0074/PHT69,604,2,,2,4,13
2019_NYH2_plot_605,Mo44_PHW65_0060/PHT69,605,2,,2,5,13
2019_NYH2_plot_606,Mo44_PHW65_0029/PHT69,606,2,,2,6,13
2019_NYH2_plot_607,Mo44_PHW65_0471/PHT69,607,2,,2,7,13
2019_NYH2_plot_608,Mo44_PHW65_0050/PHT69,608,2,,2,8,13
2019_NYH2_plot_609,Mo44_PHW65_0302/PHT69,609,2,,2,9,13
2019_NYH2_plot_610,Mo44_PHW65_0052/PHT69,610,2,,2,10,13
2019_NYH2_plot_611,Mo44_PHW65_0253/PHT69,611,2,,2,11,13
2019_NYH2_plot_612,Mo44_PHW65_0247/PHT69,612,2,,2,12,13
2019_NYH2_plot_613,Mo44_PHW65_0012/PHT69,613,2,,2,13,13
2019_NYH2_plot_614,Mo44_PHW65_0187/PHT69,614,2,,2,14,13
2019_NYH2_plot_615,Mo44_PHW65_0210/PHT69,615,2,,2,15,13
2019_NYH2_plot_616,Mo44_PHW65_0024/PHT69,616,2,,2,16,13
2019_NYH2_plot_617,Mo44_PHW65_0236/PHT69,617,2,,2,17,13
2019_NYH2_plot_618,Mo44_PHW65_0207/PHT69,618,2,,2,18,13
2019_NYH2_plot_619,Mo44_PHW65_0001/PHT69,619,2,,2,19,13
2019_NYH2_plot_620,Mo44_PHW65_0042/PHT69,620,2,,2,20,13
2019_NYH2_plot_621,Mo44_PHW65_0031/PHT69,621,2,,2,21,13
2019_NYH2_plot_622,F42/H95,622,2,,2,22,13
2019_NYH2_plot_623,Mo44_PHW65_0392/PHT69,623,2,,2,23,13
2019_NYH2_plot_624,Mo44_PHW65_0015/PHT69,624,2,,2,24,13
2019_NYH2_plot_625,Mo44_PHW65_0252/PHT69,625,2,,2,25,13
2019_NYH2_plot_626,Mo44_PHW65_0128/PHT69,626,2,,2,26,13
2019_NYH2_plot_627,Mo44_PHW65_0178/PHT69,627,2,,2,27,13
2019_NYH2_plot_628,Mo44_PHW65_0033/PHT69,628,2,,2,28,13
2019_NYH2_plot_629,Mo44_PHW65_0333/PHT69,629,2,,2,29,13
2019_NYH2_plot_630,Mo44_PHW65_0274/PHT69,630,2,,2,30,13
2019_NYH2_plot_631,Mo44_PHW65_0404/PHT69,631,2,,2,31,13
2019_NYH2_plot_632,Mo44_PHW65_0302/PHT69,632,2,,2,32,13
2019_NYH2_plot_633,Mo44_PHW65_0073/PHT69,633,2,,2,33,13
2019_NYH2_plot_634,Mo44_PHW65_0404/PHT69,634,2,,2,34,13
2019_NYH2_plot_635,Mo44_PHW65_0446/PHT69,635,2,,2,35,13
2019_NYH2_plot_636,Mo44_PHW65_0118/PHT69,636,2,,2,36,13
2019_NYH2_plot_637,Mo44_PHW65_0321/PHT69,637,2,,2,37,13
2019_NYH2_plot_638,Mo44_PHW65_0207/PHT69,638,2,,2,38,13
2019_NYH2_plot_639,Mo44_PHW65_0048/PHT69,639,2,,2,39,13
2019_NYH2_plot_640,Mo44_PHW65_0224/PHT69,640,2,,2,40,13
2019_NYH2_plot_641,Mo44_PHW65_0103/PHT69,641,2,,2,41,13
2019_NYH2_plot_642,Mo44_PHW65_0159/PHT69,642,2,,2,42,13
2019_NYH2_plot_643,Mo44_PHW65_0260/PHT69,643,2,,2,43,13
2019_NYH2_plot_644,Mo44_PHW65_0120/PHT69,644,2,,2,44,13
2019_NYH2_plot_645,Mo44_PHW65_0165/PHT69,645,2,,2,45,13
2019_NYH2_plot_646,Mo44_PHW65_0116/PHT69,646,2,,2,46,13
2019_NYH2_plot_647,Mo44_PHW65_0236/PHT69,647,2,,2,47,13
2019_NYH2_plot_648,Mo44_PHW65_0015/PHT69,648,2,,2,48,13
2019_NYH2_plot_649,Mo44_PHW65_0115/PHT69,649,2,,2,49,13
2019_NYH2_plot_650,Mo44_PHW65_0113/PHT69,650,2,,2,50,13
2019_NYH2_plot_651,PHW65_MoG_0534/PHT69,651,2,,2,50,14
2019_NYH2_plot_652,PHW65_MoG_0343/PHT69,652,2,,2,49,14
2019_NYH2_plot_653,PHW65_MoG_0522/PHT69,653,2,,2,48,14
2019_NYH2_plot_654,PHW65_MoG_0312/PHT69,654,2,,2,47,14
2019_NYH2_plot_655,PHW65_MoG_0024/PHT69,655,2,,2,46,14
2019_NYH2_plot_656,PHW65_MoG_0291/PHT69,656,2,,2,45,14
2019_NYH2_plot_657,LH74/PHN82,657,2,,2,44,14
2019_NYH2_plot_658,PHW65_MoG_0150/PHT69,658,2,,2,43,14
2019_NYH2_plot_659,PHW65_MoG_0153/PHT69,659,2,,2,42,14
2019_NYH2_plot_660,PHW65_MoG_0308/PHT69,660,2,,2,41,14
2019_NYH2_plot_661,PHW65_MoG_0545/PHT69,661,2,,2,40,14
2019_NYH2_plot_662,PHW65_MoG_0003/PHT69,662,2,,2,39,14
2019_NYH2_plot_663,PHW65_MoG_0534/PHT69,663,2,,2,38,14
2019_NYH2_plot_664,PHW65_MoG_0087/PHT69,664,2,,2,37,14
2019_NYH2_plot_665,PHW65_MoG_0539/PHT69,665,2,,2,36,14
2019_NYH2_plot_666,PHW65_MoG_0215/PHT69,666,2,,2,35,14
2019_NYH2_plot_667,PHW65_MoG_0122/PHT69,667,2,,2,34,14
2019_NYH2_plot_668,PHW65_MoG_0133/PHT69,668,2,,2,33,14
2019_NYH2_plot_669,PHW65_MoG_0200/PHT69,669,2,,2,32,14
2019_NYH2_plot_670,PHW65_MoG_0266/PHT69,670,2,,2,31,14
2019_NYH2_plot_671,PHW65_MoG_0266/PHT69,671,2,,2,30,14
2019_NYH2_plot_672,PHW65_MoG_0034/PHT69,672,2,,2,29,14
2019_NYH2_plot_673,PHW65_MoG_0160/PHT69,673,2,,2,28,14
2019_NYH2_plot_674,PHW65_MoG_0513/PHT69,674,2,,2,27,14
2019_NYH2_plot_675,PHW65_MoG_0293/PHT69,675,2,,2,26,14
